,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,2010-2017a,2010,2011,2012,2013,2014,2015,2016,2017,2018b,2019c,2020
1,Developedeconomies,1.8,2.6,1.5,1.1,1.2,2.0,2.3,1.7,2.2,2.2,2.1,1.9
2,United States,2.2,2.5,1.6,2.2,1.7,2.6,2.9,1.6,2.2,2.8,2.5,2.0
3,Canada,2.3,3.1,3.1,1.7,2.5,2.9,1.0,1.4,3.0,2.0,2.0,2.2
4,Japan,1.5,4.2,-0.1,1.5,2.0,0.4,1.4,1.0,1.7,1.0,1.4,1.2
5,Australia,2.6,2.4,2.7,3.9,2.2,2.6,2.5,2.6,2.2,3.2,2.7,2.4
6,New Zealand,2.9,2.0,1.9,2.5,2.2,3.2,4.2,4.1,3.0,2.9,2.7,3.0
7,European Union,1.5,2.1,1.7,-0.4,0.3,1.8,2.3,2.0,2.4,2.0,2.0,2.0
8,EU-15,1.4,2.1,1.6,-0.5,0.2,1.7,2.2,1.9,2.2,1.8,1.8,1.8
9,Austria,1.5,1.8,2.9,0.7,0.0,0.8,1.1,1.5,3.0,2.9,1.9,1.8
10,Belgium,1.4,2.7,1.8,0.2,0.2,1.3,1.4,1.4,1.7,1.5,1.6,1.6
11,Denmark,1.5,1.9,1.3,0.2,0.9,1.6,1.6,2.0,2.3,1.6,1.9,1.8
12,Finland,1.0,3.0,2.6,-1.4,-0.8,-0.6,0.1,2.5,2.8,2.5,2.3,2.3
13,France,1.3,1.9,2.2,0.3,0.6,1.0,1.1,1.2,2.2,1.7,1.8,1.8
14,Germany,2.1,4.1,3.7,0.5,0.5,1.9,1.7,2.2,2.2,1.8,1.8,1.8
15,Greece,-3.0,-5.5,-9.1,-7.3,-3.2,0.7,-0.3,-0.2,1.4,1.8,1.9,1.5
16,Ireland,6.3,1.8,3.0,0.0,1.6,8.3,25.1,5.0,7.2,3.8,4.4,4.2
17,Italy,0.1,1.7,0.6,-2.8,-1.7,0.1,1.0,0.9,1.5,1.2,1.2,1.0
18,Luxembourg,3.1,4.9,2.5,-0.4,3.7,5.8,2.9,3.1,2.3,3.1,3.1,3.1
19,Netherlands,1.3,1.4,1.7,-1.1,-0.2,1.4,2.0,2.2,2.9,2.6,2.5,2.4
20,Portugal,0.2,1.9,-1.8,-4.0,-1.1,0.9,1.8,1.6,2.7,1.7,1.3,1.9
21,Spain,0.7,0.0,-1.0,-2.9,-1.7,1.4,3.4,3.3,3.1,2.7,2.3,2.1
22,Sweden,2.7,6.0,2.7,-0.3,1.2,2.6,4.5,2.7,2.1,2.7,2.2,2.2
23,United Kingdom,1.9,1.7,1.5,1.5,2.1,3.1,2.3,1.8,1.7,1.3,1.4,1.7
24,EU-13,2.6,1.7,3.1,0.6,1.3,2.9,3.8,3.2,4.6,4.2,3.6,3.5
25,Bulgaria,2.1,1.3,1.9,0.0,0.9,1.3,3.5,3.9,3.8,3.4,3.5,3.5
26,Croatia,0.5,-1.5,-0.3,-2.3,-0.5,-0.1,2.4,3.5,2.9,2.7,2.8,2.7
27,Cyprus,0.2,1.3,0.3,-3.1,-5.9,-1.4,2.0,4.8,4.2,3.0,2.0,3.2
28,Czech Republic,2.2,2.3,1.8,-0.8,0.5,2.7,5.3,2.5,4.3,2.5,3.1,3.3
29,Estonia,3.6,2.3,7.6,4.3,1.9,2.9,1.9,3.5,4.9,3.8,3.5,3.0
30,Hungary,2.1,0.7,1.7,-1.6,2.1,4.2,3.4,2.2,4.0,4.8,3.2,3.0
31,Latvia,2.5,-3.9,6.4,4.0,2.4,1.9,3.0,2.2,4.5,4.6,3.8,4.0
32,Lithuania,3.3,1.6,6.0,3.8,3.5,3.5,2.0,2.3,3.9,3.2,3.5,3.5
33,Malta,5.2,3.5,1.3,2.7,4.7,8.1,9.5,5.2,6.7,2.9,2.9,3.6
34,Poland,3.3,3.6,5.0,1.6,1.4,3.3,3.8,3.0,4.6,5.0,3.8,3.8
35,Romania,2.8,2.8,2.0,1.2,3.5,3.1,3.9,4.8,6.8,4.2,3.8,3.6
36,Slovakia,3.0,5.0,2.8,1.7,1.5,2.8,3.9,3.3,3.4,4.2,4.0,3.6
37,Slovenia,1.4,1.2,0.6,-2.7,-1.1,3.0,2.3,3.1,4.9,4.2,3.8,3.2
38,Other Europe,1.7,1.9,1.4,1.7,1.5,2.2,1.6,1.4,1.5,2.1,2.0,1.9
39,Iceland,2.7,-3.6,2.0,1.3,4.3,2.2,4.5,7.4,4.0,3.5,3.2,4.0
40,Norway,1.6,0.7,1.0,2.7,1.0,2.0,2.0,1.2,2.0,1.7,2.0,2.1
41,Switzerland,1.7,3.0,1.7,1.0,1.9,2.4,1.2,1.4,1.1,2.3,2.0,1.7
42,Memorandum items,,,,,,,,,,,,
43,North America,2.2,2.6,1.8,2.2,1.8,2.6,2.7,1.6,2.3,2.7,2.4,2.0
44,Developed Asia and Pacific,1.8,3.8,0.5,2.0,2.0,0.9,1.6,1.4,1.9,1.5,1.7,1.5
45,Europe,1.5,2.1,1.7,-0.2,0.4,1.8,2.3,1.9,2.4,2.0,2.0,2.0
46,Major developed economies,1.8,2.8,1.5,1.4,1.4,1.9,2.1,1.5,2.1,2.1,2.0,1.8
47,Euro area,1.3,2.1,1.6,-0.9,-0.2,1.3,2.1,1.9,2.4,2.0,1.9,1.9
