,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,,,,,,,,,Main nutrients,,,,,,,Minerals,,,,,,,Vitamins,,,
1,,,,,DEN,(ENERC),WATER,PROCNT,FAT,CHOCDF,FIBTG,ASH,CA,P,NA,,FE,CU,ZN,RETOL,CARTB,VITA_RAE,THIA,RIBF,NIA,VITC
2,ASEAN,,Food and description,Alternate name,g/mL,kcal,g,g,g,,,g,mg,mg,mg,mg,mg,mg,mg,mcg,mcg,mcg,mg,mg,mg,mg
3,Food ID,Origin,Food and description,Alternate name,,,,,,,,,mg,mg,,mg,,,,,,mcg,,,,mg
4,,,,,,,,,,,,,,,Na,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,Fe,,,,,,,,,
6,,,,,,,,P,,,,,,,,,,,,,,,,,,
7,D,Vegetables and products (continued),Vegetables and products (continued),,,,,,,,,,,,,,,,,,,,,,,
8,AAD55,"IDD60,PHD077","Fern, leaf, raw",Tukod langit dahon(PH),,(63),84.9,3.2,1.4,(9.4),,1.1,39,74,23,231,1.1,0.23,0.3,0,1859,155,0.34,0.17,0.60,26
9,AAD57,PHD085,"Garic, leaf, raw","nsvi, aiu(TH)",,32,89.7,2.4,0.3,2.9,3.8,0.9,70,45,5,210,0.7,,,0,1344,112,0.07,0.12,0.60,27
10,AAD59,"PHD020,THD128","Gourd, bitleaf and top",TH,,68,85.6,4.5,4.5,Op,4.5,1.7,207,69,,,3.2,,,,3985,332,0.16,0.34,1.40,65
11,AAD60,HD118,,Muop dang(VN),-,16,94.0,0.9,0.1,1.5,2.8,0.7,33,26,12,155,0.7,0.00,0.1,0,170,14,0.06,0.05,0.20,42
12,AAD62,"MYD167,VND83","Gourd, bottle raw",B8u(VN),,20,95.1,0.5,1.0,1.5,1.5,0.4,19,16,4,130,0.3,0.10,0.1,0,11,1,0.03,0.03,0.50,12
13,AAD63,PHD205,"Gourd, snake, raw","bunga(PH),(TH)",,17,94.6,0.8,0.1,2.1,2.1,0.3,15,7,,51,0.8,-,-,0,76,,0.03,0.05,0.40,13
14,AAD64,,"Gourd, sponge, raw","TH), Mu8p(VN)",,21,94.1,0.9,0.3,3.0,1.2,0.5,23,30,16,109,0.4,,,,10,1,0.04,0.04,0.30,6
15,,,,"Kundol bunga(PH,n",,,,,,,,,,,,,,,,,,,,,,
16,AAD65,"HD269,THD107","Gourd, wax, mixed variety,","TH, B a bf",,16,94.9,0.5,0.2,2.3,1.7,0.4,21,20,5,135,0.3,0.02,0.1,0,0,0,0.02,0.13,0.20,39
17,,,,xanh)(VN),,,,,,,,,,,,,,,,,,,,,,
18,AAD61,THD130,"ariety,rav",nTH,,20,92.4,1.4,0.4,0.5,4.2,1.1,3,5,-,,0.4,0.08,0.2,0,23,2,0.09,0.05,,147
19,AAD48,THD132,"lorseradish, leaf, raw",en. u(TH),,(47),86.2,2.9,0.1,(8.7),,2.1,,,,-,-,,-,0,2872,239,-,-,-,-
20,AAD160,"PHD094,MYD161","Torseradish-tree, leaf, raw",Malunggay dahon(PH),,(90),76.5,6.0,1.1,(14.1),,2.3,304,96,9,426,3.8,,,0,5336,445,0.24,0.62,3.70,169
21,AAD49,MYD160,"Horseradish-tree, pod, raw", An(TH),,(63),83.6,3.2,0.3,(11.9),-,1.0,24,36,3,222,0.9,-,-,0,68,6,0.05,0.09,0.50,239
22,AAD67,,"Indian pennywort, leaf, raw",PegagaMY.huntu,,34,87.8,2.3,0.4,3.1,4.5,1.9,182,21,21,391,4.8,-,,,1946,162,0.17,0.14,0.10,30
23,AAD58,THD91,"vygourd, fresh, raw",ineina(TH),,26,91.0,3.6,0.2,1.2,2.7,1.3,57,69,19,166,1.4,0.14,0.5,0,4036,336,0.11,0.17,0.80,13
24,AAD68,"PHD104,THD15","Jackfruit, unripe",,,38,86.7,1.9,0.6,2.5,7.6,0.7,49,13,-,-,0.5,-,-,0,18,2,0.31,0.05,0.50,14
25,AAD71,"PHD107,VND145","Jute, leaf, raw",day (VN),,(50),87.2,4.7,(1.0),(5.5),-,1.6,335,86,-,,8.7,-,-,0,5515,460,0.11,0.21,1.10,86
26,AAD72,"MYD173,THD85","Kale, Chinese, raw",uanaau(TH),,(38),89.4,2.7,0.3,(6.1),-,1.5,178,20,17,331,2.5,,-,0,2641,220,0.09,0.16,0.90,117
27,AAD153,"MYD17,VND12","eek, Chinese, onion fragant",Ia)(VN),,(34),90.7,1.7,0.1,(6.5),-,1.0,48,67,2,45,1.2,-,0.4,0,-,,0.06,0.05,0.30,17
28,AAD74,"PHD113,THD13,","eek, Chinese,raw","tuTH,He laVN)",,23,92.3,2.3,0.2,1.7,2.7,0.8,68,46,12,247,7.1,0.06,0.3,0,1509,126,0.05,0.11,1.00,18
29,AAD74,VND125,"eek, Chinese,raw","tuTH,He laVN)",,23,92.3,2.3,0.2,1.7,2.7,0.8,68,46,12,247,7.1,0.06,0.3,0,1509,126,0.05,0.11,1.00,18
30,,,,[Daun salad/Sang-coy,,,,,,,,,,,,,,,,,,,,,,
31,AAD75,"VND144, MYD178",etiole,"angkay(PH,anmawa",,15,94.7,1.3,0.1,1.3,1.8,0.8,62,32,19,190,1.8,,,0,1555,130,0.06,0.13,0.40,23
