,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,,,,,,,,, Main nutrients,,,,,,,Minerals,,,,,,,Vitamins,,,
1,,,,,DEN,(ENERC),WATER,PROCNT,FAT,(CHOCDF,FIBTG,ASH,CA,,NA,,FE,CU,ZN,RETOL,CARTB,VITA_RAE,THIA,RIBF,NIA,VITC
2,ASEAN,,Food and description,Alternate name,g/mL,kcal,g,g,g,g,g,g,mg,mg,mg,mg,mg,mg,mg,mcg,mcg,mcg,mg,mg,mg,mg
3,Food ID,Origin,Food and description,Alternate name,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,uZ'ou,,,,Jir,,,
5,E,Fruits and Products,Fruits and Products,,,,,,,,,,,,,,,,,,,,,,,
6,,,,Epal hjau(MY).,,,,,,,,,,,,,,,,,,5,,,0.20,
7,AAE2,,"Apple,green","alaa(TH), Tao tay(VN)",,53,86.3,0.4,0.2,12.2,0.6,0.3,11,9,35,98,0.8,,,0,62,5,0.03,0.03,0.20,4
8,AAE3,"PHE002,MYE239","[Apple, red","Mansanas, pula(PH)",,(63),84.5,0.5,0.4,(14.4),-,0.2,7,9,3,83,0.2,-,,0,86,7,0.03,0.01,0.30,2
9,AAE4,"PHE004,MYE240","Avocado, green","Mansanas,pula(PH)",-,(168),76.9,1.5,15.7,(5.1),,0.8,19,37,7,385,1.6,-,-,0,165,14,0.06,0.23,1.20,12
10,AAE1,,"Banana, apple variety, ripe","5t(TH), Chu6i tay(VN)",-,100,73.2,1.0,0.2,22.4,2.4,0.8,11,20,6,269,0.4,0.05,0.1,0,87,7,0.04,0.03,0.60,12
11,AAE13,"VNE208,THE4","Banana, apple, whole, sun-",chu6i kh0(VN),,(285),26.4,3.6,0.1,(67.5,,2.4,13,89,,,1.4,,,0,,,0.05,0.12,,3
12,AAE10,"THE7,MYE245","Banana, cavendish, ripe","hinog(PH), nanmar",,94,75.7,1.3,0.6,19.9,1.7,0.8,13,19,12,370,0.4,0.20,0.2,0,77,6,0.04,0.04,0.60,8
13,AAE11,,,Chuoi tieu(VN),,(104),73.5,1.2,0.3,(24.1),,0.9,12,26,36,370,0.4,,,0,150,13,0.04,0.05,0.60,11
14,AAE12,THE6,,na2UMaN(TH),,109,70.9,1.3,0.1,24.8,1.9,1.0,5,21,21,323,0.6,0.05,0.1,0,,,0.05,0.05,0.90,5
15,AAE14,"PHE013,MYE249","Banana, pink banana","Saging, murado(PH)",,(96),75.5,1.1,0.3,(22.3),,0.8,13,20,2,258,0.5,,,0,252,21,0.03,0.04,0.70,9
16,AAE15,"MYE244,IDE74","[Banana, pisang kari",Pisang kari(MY),,(112),71.6,0.9,0.3,(26.3),,0.9,,33,6,273,0.5,0.10,0.2,0,220,18,0.08,0.01,0.50,8
17,AAE17,"MYE27,IDE75","Banana, rice banana",Jatundan(PH).nulsi(TH),,98,74.1,1.1,0.2,22.0,1.8,0.8,24,19,6,303,0.4,0.10,0.2,0,190,16,0.03,0.06,0.60,11
18,AAE135,THE8,[ mook varery,naEninan(TH),-,(115),71.2,1.1,0.6,(26.4),-,0.7,16,36,-,-,,-,,,279,23,0.08,0.11,0.80,15
19,AAE19,"PHE019,MYE253","[Bilimbi, fruit",Belimbing,-,25,94.3,0.7,1.3,1.9,1.5,0.3,10,6,4,80,0.4,,-,0,165,14,0.01,0.06,0.80,13
20,,,,"Belimbing manis(MY),",,,,,,,,,,,,,,,,,,,,,,
21,AAE22,YE255.PHE0,Carambola/Star fruit,"Balmbing(PH), atila",,32,91.6,0.6,0.1,(7.2,,0.5,8,14,6,140,0.7,,,,118,10,0.04,0.09,0.80,29
22,,,,"TH), Khe(VN)",,,,,,,,,,,,,,,,,,,,,,
23,AAE24,"PHE025,MYE256","[Cashew,fruit",unga(PH),,(53),86.6,0.7,0.2,(12.2),,0.3,4,14,9,83,0.4,,-,0,25,2,0.02,0.02,1.50,154
24,AAE2S,"PHC007,MYC116","Coconut, very immature",Saging. butuan(PH). Cui,,(41),90.7,1.6,1.4,(5.6),-,0.7,9,39,9,284,0.9,,-,0,0,0,0.04,0.03,0.50,5
25,AAE2S,VNC55,"Coconut, very immature",dua non(VN),-,(41),90.7,1.6,1.4,(5.6),-,0.7,9,39,9,284,0.9,-,-,0,0,0,0.04,0.03,0.50,5
26,,"PHE028,THE33",,Durian(MY). nitrunstr,,,,,,,,,,,,,,,,,,,,,,
27,AAE31,"PHE028,THE33","Durian, assorted",,,152,64.1,2.4,3.9,25.0,3.6,1.0,27,41,25,309,1.2,0.12,0.2,0,150,13,0.30,0.20,1.40,33
28,AAE35,"IDE76,THE55",Fig. fresh,NELNA(TH),,(49),86.9,2.0,0.2,(9.7),-,1.2,43,27,2,180,0.6,0.10,0.2,0,16,1,0.14,0.47,-,43
29,AAE36,"THE38,PHE107","syrup, canned",Ugns=ilaN(TH),,82,79.3,0.3,0.7,17.9,1.6,0.2,17,4,,-,0.4,,,0,53,,0.01,0.16,0.20,13
