,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,,,,,,,,, Main nutrients,,,,,,,Minerals,,,,,,,Vitamins,,,
1,,,,,DEN,(ENERC),WATER,PROCNT,FAT,(CHOCDF),FIBTG,ASH,CA,P,NA,,FE,CU,ZN,RETOL,CARTB,VITA_RAE,THIA,RIBF,NIA,VITC
2,ASEAN,Origin,Food and description,Alternate name,g/mL,kcal,g,g,g,,g,g,mg,mg,mg,mg,mg,mg,mg,mcg,mcg,mcg,mg,mg,mg,mg
3,Food ID,Origin,Food and description,Alternate name,,,,,,,,,,,,mg,,,,,,,,,,mg
4,,,,,,,,,,,,,,,Na,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,9H,paeer,,,,,,,,
6,N,Spices and condiments (continued),Spices and condiments (continued),,,,,,,,,,,,,,,,,,,,,,,
7,AAN25,THN95,"Paste, curry, green",wnuTH),-,59,72.2,3.5,0.8,5.9,7.1,10.5,90,,3786,,2.6,-,,,-,,-,-,-,-
8,AAN28,THN97,"Paste, curry, panang",inanunsIwu(TH),,92,61.6,4.6,1.8 ,10.1,8.6,13.3,110,,.4019,,3.9,-,,-,,,,-,-,-
9,AAN26,THN96,"Paste, cury red",w3nunas(TH),,94,61.0,5.3,2.2,8.3,9.9,13.3,136,121,3781,,2.8,,,,,,,0.62,10.20,22
10,AAN27,THN92,"Paste,curry,yellowKa)",niwanunanw(TH),-,109,57.9,4.6,5.8,5.0,9.2,17.5,62,-,5294,,3.7,-,-,,-,-,,,,
11,AAN31,THN43,,"neila,anmwa(TH)",,(120),44.0,21.0,1.0,(6.8),-,27.3,1380,596,6000,393,20.5,0.84,2.0,,-,-,0.01,0.12,3.70,
12,AAN67,THN49,Ka-pi),aste n hmp.e,-,81,46.5,13.9,1.2,2.7,2.0,33.7,488,360,7000,270,39.2,0.44,1.1,-,-,-,0.01,0.11,1.50,-
13,AANG,THN26,"Pepper, black. powder","wian'lne, ain(TH)",,(364),13.1,12.4,7.3,(62.2),,5.0,262,215,,,8.6,,,,,,0.04,0.22,,3
14,AANT,THN28,"Pepperblack,whol,fresh",wanlnesau(TH),-,(83),80.0,3.5,1.7,(13.3),-,1.5,102,36,,-,2.1,-,,0,173,14,,0.12,2.60,8
15,AAN15,THN32,"Pepper, green, hot, fresh","wan h,Lia(TH)",,(55,85.2,2.1,0.9,(9.7),,2.1,16,46,,,0.8,,,0,388,32,0.07,0.01,0.10,142
16,AAN4O,THN33,"Pepper, hot, dried",,,(353),18.0,15.0,8.6,(53.8),-,4.6,66,394,,,12.9,,-,,-,-,0.14,1.34,7.20,107
17,AAN17,THN31,"Pepper, red, ht, fresh","wan Wh, uaN(TH)",-,(75,83.0,3.0,2.3,(10.5),-,1.2,8,52,-,,1.2,,-,,935,78,0.15,0.01,0.10,142
18,AAN54,"THN27,MYN576","Pepper, white, powder",,,(373),11.4,10.6,4.6,72.2),-,1.2,728,96,4,101,3.9,-,-,0,24,2,0.05,0.06,1.40,0
19,AAN16,THN29,"Pepper,yellow, hot, fesh",wanLMBaN(TH),,(112),72.6,4.1,1.9,(19.7),,1.7,19,52,,,1.5,,,,933,78,0.17,0.09,3.00,95
20,AAN33,VNN474,"Sauce, fish","),Nuc mam ca(oi",,(48),67.2,5.4,1.1,(4.1),,22.2,333,202,4926,14,2.4,,,52,29,54,0.00,0.12,2.50,0
21,AAN96,THN72,,anTH,,(56),73.0,11.6,T,(2.4),,36.4,39,-,9294,,2.9,,,0,,,,,,
22,AAN12,THN54,"Sauce, chi, hot",Taw3n(TH),,(104),67.9,0.8,0.7,(23.7),,6.9,10,-,1473,-,0.8,-,-,0,,,,-,-,-
23,AAN38,"THN60,MYG451","Sauce, oyster",US(TH),-,(73),71.1,2.9,0.3,(14.7),,11.0,17,32,3379,74,1.1,,,6,.,6,0.01,0.04,0.40,
24,AANTO,THN64,"Sauce, soy, dark",,,(210),40.3,4.4,0.0,(48.1),,7.2,79,17,3472,2190,-,-,,,,,0.01,0.09,0.20,0
25,AAN98,THN61,,"a3, Ln(TH)",1.207,36,80.2,5.9,0.0,3.2,,31.4,,,9489,,,,,,-,,,,,
26,AAN77,MYD227,"Sauce, tomato (ketchup)",MAI(TH),,114,67.3,1.6,0.0,26.5,1.0,3.6,20,24,954,139,0.9,-,,0,383,32,0.09,0.06,1.80,9
27,AAN51,,"Shallot, bulb.",,,62,82.8,1.7,0.1,12.3,2.4,0.7,50,40,10,256,0.9,0.08,0.3,0,3,,0.11,0.06,0.30,9
28,AANGS,THN50,"Shrimp. ground, with chil",nviluwanwy(TH),-,277,6.8,56.1,3.6,0.0,9.9,23.6,2953,,4919,-,27.9,-,,-,,,-,,-,-
29,AANTI,THN37,"Swet bsil, leaf","IwS Wn,Lu(TH)",,36,88.4,2.9,0.1,4.8,2.0,1.8,155,63,26,398,7.6,0.16,0.8,0,2713,226,0.11,0.15,0.90,21
30,AAN81,,Trurmeric hizome resh,Nghe tuai(VN),-,38,86.7,1.1,0.3,4.4,6.5,1.0,50,74,52,587,1.4,,-,0,0,,0.03,0.03,0.40,4
31,AAN82,THN9,"Turmeric, white, fresh",TH),,(36),90.4,0.5,0.3,(7.7),,1.1,14,81,,,9.4,,,,,,0.03,0.01,0.50,10
