,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,,,,,,,,,Main nutrients,,,,,,,Minerals,,,,,,,Vitamins,,,
1,,,,,DEN,(ENERC),WATER,PROCNT,FAT,(CHOCDF),FIBTG,ASH,CA,P,NA,K,FE,CU,ZN,RETOL,CARTB,VITA_RAE,THIA,RIBF,NIA,VITC
2,ASEAN,,Food and description,Alternate name,g/mL,kcal,g,g,g,g,g,g,mg,mg,mg,mg,mg,mg,mg,mcg,mcg,mcg,mg,mg,mg,mg
3,Food ID,Origin,Food and description,Alternate name,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,y'un,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,pperr,,,,,,,,
6,G,,"Finfish, shellfish, other aquatic animals and products",,,,,,,,,,,,,,,,,,,,,,,
7,,,,"Jikan bilis, kering,.",,,,,,,,,,,,,,,,,,,,,,
8,AAG1,,"Anchovy, dried","seluruh(MY),",,242,24.9,53.4,2.8,0.7,0,18.2,1241,728,341,639,4.7,,,8,,8,0.08,0.09,3.70,0
9,AAG2,PHG005,"Anchovy, fresh, whole",Tuakang(PH).la&,,81,78.9,18.5,0.7,0.1,0,1.8,168,226,584,133,1.0,,,18,0,18,0.06,0.07,1.80,0
10,,PHG005,,anTH),,,,,,0.1,,,,,,,,,,,,,,,,
11,AAG136,THG183,"Baby clams, smoked, cannec",ngilas(TH),,358,45.3,14.6,30.4,5.7,2,2.4,91,,554,,24.2,,,,,,,,,
12,,,,"Lee koh(MY), Karpa(PH).",,,,,,,,,,,,,,,,,,,,,,
13,AAG18,[THG101.,"Carp, common, raw",THCa,,105,76.0,17.0,2.7,3.2,0,1.1,26,179,78,332,1.2,,-,36,10,37,0.01,0.09,3.10,0
14,AAG22,HG,"Catfish, freshwater raw",Keli(MY).Hito(PH),,102,78.0,18.5,3.1,Op,0,1.1,44,189,33,302,1.0,,,115,31,118,0.04,0.07,2.50,1
15,AAG25,THG74,boiled,"angna, u(TH)",,212,65.2,18.2,15.5,0.0,0,1.1,22,154,45,354,0.7,0.00,0.5,,-,-,0.10,-,-,-
16,AAG26,THG75,iried,angenTH),-,315,51.8,28.1,22.5,Op,0,1.9,91,289,95,470,2.3,0.10,0.5,,,,0.09,0.23,4.10,-
17,/AAG24,THG77,"Catfish, gunther's walking.","angnga, dn(TH)",,209,65.1,17.8,14.7,1.3,,1.1,20,168,65,288,0.8,0.10,0.2,,-,-,0.01,0.45,2.30,
18,AAG27,THG76,,"angng, tin(TH)",,276,52.0,27.8,17.9,0.9,,1.4,103,245,91,408,3.9,0.20,1.0,,,,0.09,0.13,4.30,
19,AAG217,THG128,Catfistripedw/inrwTH),Catfistripedw/inrwTH),,215,66.1,15.0,16.5,1.5,0,0.9,24,134,64,272,1.4,0.00,0.1,-,-,,0.02,0.19,0.80,2
20,AAG218,THG127,steamec,TH,,188,66.0,20.3,11.2,1.4,,1.1,24,154,66,248,0.6,0.00,0.1,,,,ND,0.17,1.20,-
21,AAG160,THG15,"Catfish, runcated estuarine,",an(n(TH),,92,78.4,18.7,1.9,0.1,,0.9,98,168,,,4.2,,,,-,-,0.17,,1.30,-
22,AAG250,THG180,"Clam, undulated surf",[eSan(TH),-,64,82.3,10.3,0.5,4.5,,2.4,94,112,,,5.7,,,,-,,0.00,0.16,-,2
23,AAG288,THG15,"Cobia/Black kingfish, raw",aniauntla (TH),,92,78.4,18.7,1.9,0.1,0,0.9,98,168,,,4.2,-,,-,,,0.17,,1.30,-
24,AAG224,,"Cockle/ark shel, fresh","KerangMY,TH)",,71,81.3,11.7,1.1,3.5,0,2.4,181,135,325,228,10.5,0.21,2.4,94,78,101,0.06,0.35,2.10,
25,AAG38,"VNG344,PHG042","Crab, shore,raw",,-,104,71.3,13.1,3.6,4.9,0,7.1,3576,320,,,2.9,-,-,279,58,284,0.03,0.65,2.50,0
26,AAG39,"THG157,","Crabmeat, mud, boiled","aman,nilagaPH).ta",,86,78.1,17.7,1.6,0.3,0,2.3,206,246,327,209,1.2,1.30,3.1,54,110,63,0.02,0.31,2.20,0
27,,,,"i,TH)",,,,,,,,,,,,,,,,,,,,,,
28,AAG40,"PHG040,THG156","[Crabmeat, mud, fresh",iTH,,98,77.7,17.9,2.9,Op,0,2.0,183,232,,,2.6,,,199,232,218,0.05,0.17,3.40,0
29,AAG41,,"Cuttefish, dried",kh(VN),,295,26.0,60.4,3.7,4.9,0,5.0,62,523,1000,583,4.2,-,,93,,93,0.05,0.12,9.30,0
30,,,,Sotong(MY).anwsin,,,,,,,,,,,,,,,,,,,,,,
31,AAG42,,,"nsQv, Rn(TH),Myc",,72,84.5,15.9,0.9,Op,0,1.2,16,93,213,67,1.1,-,,22,0,22,0.01,0.08,1.50,2
32,AAG44,"PHG049,VNG349","Eel, siver pike daggeroth","Pindanga(PH),Ludn(VN)",-,88,79.2,18.8,1.4,Op,0,1.3,63,179,-,-,0.8,-,-,185,3,185,0.11,0.04,2.70,0
