,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,,,,,,,,, Main nutrients,,,,,,,Minerals,,,,,,,Vitamins,,,
1,,,,,DEN,(ENERC),WATER,PROCNT,FAT,(CHOCDF),FIBTG,ASH,CA,P,NA,K,FE,CU,ZN,RETOL,CARTB,VITA_RAE,THIA,RIBF,NIA,VITC
2,Food ID,Origin,Food and description,Alternate name,g/mL,kcal,g,,g,g,,g,mg,mg,mg,mg,mg,mg,mg,mcg,mcg,mcg,mg,mg,mg,mg
3,,,,,,,,,,,,,,,,,,Cu,,,,,,,,
4,,,,,,,,,,,,4sh,,,,,,Cepeep,,,,,,,,
5,G,,"Finfish, shellfish, other aquatic animals and products (continued)","Finfish, shellfish, other aquatic animals and products (continued)",,,,,,,,,,,,,,,,,,,,,,
6,AAG146,THG151,"Eel, swamp, biled",aaTH),-,92,76.9,20.7,0.6,0.9,0,0.9,23,139,64,248,1.6,0.10,0.7,,,,0.00,0.99,2.10,-
7,AAG286,THG150,"Eel, swamp, raw","Uanlwa, a(TH)",,86,78.9,19.7,.0.8,Op,0,1.1,33,153,58,253,1.7,0.00,0.8,,,-,0.07,0.09,8.80,0
8,AAG45,,"Featherback,grey knifefish","a1A),nn(TH}",-,94,77.1,19.6,1.5,0.5,0,1.3,77,176,19,245,0.3,-,,87,0,87,0.00,0.03,3.70,5
9,AAG62,THG118,oasted,"anaan, tin(TH)",,366,3.9,81.7,0.1,9.5,0,4.8,536,214,,,2.3,,,,,,0.01,0.21,-,
10,AAG208,THG23,"(knifefish) flesh,cooked",ayiTH,,82,79.6,16.0,0.8,2.7,0,0.9,58,108,147,118,0.6,0.10,0.1,-,-,,0.00,0.29,0.70,
11,AAG206,THG21,,anna.ya(TH),,84,79.9,17.5,1.6,0.0,0,1.0,45,172,-,,1.2,,-,,,,0.04,0.07,8.50,-
12,AAG207,THG22,(knieish).ra s,anTH,,78,80.3,16.7,1.2,0.2,0,1.6,75,156,193,219,1.2,0.00,0.1,,,,0.01,0.32,1.30,1
13,AAG25,THG110,canned,"Jan,usqnila(TH)",,(70),80.8,5.4,3.4,(4.4),,6.0,,-,,,,-,,,-,,,-,-,-
14,AAG46,THG103,markets,laTH),,102,53.4,13.3,3.9,3.2,,25.7,1477,806,6267,195,5.5,,,3,-,3,0.01,0.13,0.80,-
15,AAG48,SGT88,"Fish bal, uncooked",Bebola ikan(MY),,92,76.7,10.5,1.6,8.9,0,2.2,45,91,662,83,0.8,,,19,25,21,0.02,0.13,0.80,0
16,AAG52,THG1,"Fish, maw, dried, raw",1StLWlan(TH),,279,23.5,64.1,0.5,4.4,0,7.5,31,,,,,,,,,,,,,
17,AAG166,AYG43,"(halibut), raw",Kalangkaw(PH),,87,77.1,21.2,0.2,0.2,0,1.3,50,192,108,449,0.5,,,55,,55,0.04,0.06,3.70,0
18,AAG55,THG26,"Giant seaperch, boiled",Janw.Ha(TH,-,136,71.8,23.7,4.6,Op,0,1.0,48,179,67,207,0.4,0.10,0.0,,,,0.06,0.09,2.50,
19,AAG99,G454,"Giant seaperch, raw",Nn(TH),,111,75.5,20.5,3.2,Op,0,1.2,26,202,56,329,0.4,0.09,0.0,15,0,15,0.10,0.16,2.10,0
20,AAG56,THG27N,"Giant seaperch, steamed",lanH),,138,70.8,21.2,5.2,1.7,0,1.1,39,188,70,224,0.6,0.10,0.0,-,-,-,0.04,0.11,2.30,0
21,AAG57,MYG432,"Goby, all species, raw","puti(PH), Ca b8ng(VN)",,80,79.6,18.5,0.6,0.1,0,1.2,40,162,56,362,0.7,,,56,13,57,0.02,0.14,1.80,2
22,AAG59,,"Gourami, giant, raw","Calui(MY),Gurami(PH)",-,97,78.5,17.3,2.9,0.3,0,1.0,102,189,20,312,0.8,,,84,10,85,0.08,0.19,1.50,0
23,AAG138,THG123,"Gourami, snake skin, dried",Janaanuu(TH),,265,36.2,45.3,9.0,0.6,0,8.9,213,90,,,1.6,,,,,,0.13,0.40,,-
24,AAG60,,"Gourami, snake skin, raw",NA(TH),,83,79.9,17.6,1.3,0.1,0,1.1,59,188,10,267,1.8,,,24,0,24,0.55,0.28,1.80,3
25,AAG179,THG120,,Ha(TH),,166,58.6,30.8,4.8,Op,0,6.0,156,166,1793,222,1.3,0.10,0.6,-,,-,0.10,0.31,2.00,-
26,AAG180,THG121,,1aA(TH),,347,25.7,44.1,19.0,Op,0,12.1,349,379,3220,470,2.9,0.20,0.5,,-,,0.12,0.43,3.00,
27,AAG181,THG122,"ariea, gilled",jina(TH),,265,35.2,46.1,9.0,Op,0,12.1,238,325,3244,444,1.8,0.10,0.4,-,,,0.12,0.56,3.30,
28,AAG269,THG35,"Grouper, fried","atrin,nan(TH)",,241,53.3,32.0,12.5,0.1,0,2.1,164,315,268,293,0.7,0.00,0.2,,,,0.01,0.08,1.60,
29,AAG268,THG37,"roupr, raw","aLn, (TH)",-,82,79.0,18.9,0.6,0.3,0,1.2,54,146,165,198,0.4,0.00,0.2,,-,,0.02,0.04,1.20,-
