,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,,,,,,,,,Main nutrients,,,,,,,Minerals,,,,,,,Vitamins,,,
1,,,,,DEN,(ENERC),WATER,PROCNT,FAT,CHOCDF,FIBTG,ASH,CA,P,NA,K,FE,CU,ZN,RETOL,CARTB,VITA_RAE,THIA,RIBF,NIA,VITC
2,ASEAN,Origin,Food and description,Alternate name,g/mL,kcal,g,g,g,9,,g,mg,mg,mg,mg,mg,mg,mg,mcg,mcg,mcg,mg,mg,mg,mg
3,Food ID,Origin,Food and description,Alternate name,,,,,,,,,mg,,,mg,,,,,,,,,,
4,,,,,,,,,,,,4sh,,,,,,ppeer,uz'ou,,,,,,,
5,G,,"Finfish, shelfish, other aquatic animals and products (continued)","Finfish, shelfish, other aquatic animals and products (continued)",,,,,,,,,,,,,,,,,,,,,,
6,,,,Pampano(PH),,,,,,,,,,,,,,,,,,,,,,
7,AAG102,,"Pomfret, black, raw",iliniaTH),,102,76.3,19.8,2.5,0.1,0,1.3,43,204,94,196,0.6,0.00,0.3,97,0,97,0.23,0.16,3.80,0
8,AAG10,THG45,"Pomfret, black, steamed",ainnTH),,160,67.2,22.8,6.9,1.6,0,1.5,58,208,105,214,0.7,0.10,0.3,,,,0.24,0.15,1.60,
9,AAG193,THG40,"Pomfret, silver, fried",JagLineTH),:,335,44.4,32.7,22.7,Op,0,1.8,32,325,206,277,0.7,0.10,0.9,,-,,0.17,0.12,3.40,-
10,AAG194,THG41,"Pomfret, silver, steamed",Jagainni(TH),,158,70.3,22.9,7.4,Op,0,1.0,23,161,301,173,0.5,0.10,0.2,,-,,0.10,0.08,2.50,
11,AAG103,"THG42,MYG458","Pomfret, silver/white,raw","9Ealiin3,(TH)",,126,75.2,19.4,5.4,Op,0,1.1,15,185,145,263,0.6,0.10,0.3,27,0,27,0.10,0.09,2.00,1
12,AAG283,THG4,"Prawn, fresh water, giant, raw",n(TH),,108,76.3,17.9,3.7,0.8,0,1.3,17,141,-,,-,,-,-,,-,-,0.09,1.90,1
13,AAG105,"PHG115,THG12","Prawn,fresh water aw",NA(TH),,98,75.5,17.5,1.7,3.1,0,2.2,44,212,,,1.7,,-,18,4,18,0.04,0.39,3.60,0
14,AAG106,THGS,frozen,a(TH),,88,77.5,20.0,0.9,Op,,1.8,209,,114,,0.5,,-,,-,-,-,-,,-
15,AAG282,THG7,"Prawn,green tiger,raw",TH,,,79.6,,,,-,,65,280,181,325,2.2,0.70,1.4,,-,,,0.10,5.00,0
16,AAG232,|THG136,"[Queenfis, Slender,dred","tlanallua, ui(TH)",,176,43.7,37.8,2.8,Op,0,16.0,253,407,.,-,9.0,,.,,,,0.13,0.14,11.50,
17,AAG3,THG173,Radiated scallop,aaLan/wanin(TH),,106,72.8,22.3,0.4,3.3,0,1.2,14,138,,,0.6,,,,,,0.05,0.02,,
18,AAG113,THG62,,nsilaianeLia(TH),,133,69.8,22.2,4.9,0.1,0,3.0,518,,336,,1.9,,-,5,,5,,-,,
19,,,,Jannulutaaelia,,,,,,2.7,,,,,,,,,,,,,,,,
20,AAG116,THG59,,UJsgnsilas(TH),-,69,80.5,10.6,1.3,2.7,2,2.9,352,,521,,1.7,,-,2,,2,,-,-,-
21,,,,"Sardinas, sa tomato sce.",,,,,,,,,,,,,,,,,,,,,,
22,AAG115,"THG60,PHG203",canned,"de lata(PH),la",,93,76.2,12.3,2.2,5.6,1,2.7,278,183,412,,2.1,,,8,42,12,0.02,0.19,4.30,0
23,,,,nsilas(TH),,,,,,,,,,,,,,,,,,,,,,
24,AAG112,THG63,,"Ussonssilan, lnwnslie",,(152),66.7,23.0,6.7,(Op),-,3.7,495,-,513,,2.8,,,3,-,3,-,-,,-
25,AAG117,,"Scad, big-eyed/caran, raw",aka(PH),,102,76.2,21.2,1.9,Op,,1.5,62,224,55,303,0.9,,,78,26,80,0.10,0.22,6.10,0
26,AAG118,,"Scad, hardtail (torpedo), dried",Janwi(TH),-,166,46.3,37.4,1.8,Op,0,15.1,116,210,5924,228,4.7,,-,71,0,71,0.06,0.17,10.40,0
27,AAG119,,"Scad, hardtail (torpedo), raw",(nwaTH,,93,76.4,21.3,0.8,0.2,0,1.3,58,216,67,246,2.3,,,27,0,27,0.05,0.23,3.40,0
28,AAG284,YGA,"cleaned,raw","repang, dibersin(MY).",-,21,94.5,4.8,0.2,0.1,0,0.4,76,5,20,25,0.6,,-,3,,3,0.00,0.00,0.20,0
29,AAG228,THG163,Sea horse,ainSh(TH),-,194,24.7,28.5,0.4,19.2,0,27.2,563,,,,,,,-,-,,-,,,-
30,AAG124,THG188,"Shark fins, dried",,,282,24.4,61.6,2.3,3.8,0,7.9,70,,,,,,,,,,,0.08,0.90,0
31,AAG127,"VNG342,THG100","Sheat-fis, raw",tre(VN),-,106,75.6,16.3,2.5,4.5,,1.1,26,54,,,0.9,,-,,-,-,0.01,0.06,1.80,Op
