,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,,,,,,,,,Main nutrients,,,,,,,Minerals,,,,,,,Vitamins,,,
1,,,,,DEN,(ENERC),WATERPROCNT,WATERPROCNT,FAT,(CHOCDF,FIBTG,ASH,CA,P,NA,K,FE,CU,ZN,RETOL,CARTB,VITA_RAE,THIA,RIBF,NIA,VITC
2,ASEAN,Origin,Food and description,Alternate name,g/mL,kcal,g,g,g,,,g,mg,mg,mg,mg,mg,mg,mg,mcg,mcg,mcg,mg,mg,mg,mg
3,Food ID,Origin,Food and description,Alternate name,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,BT,,,
5,,,,,,,,,,,,4sh,,,,,,pper,uz'ou,,,,,,ain,
6,D,Vegetables and products (continued),Vegetables and products (continued),,,,,,,,,,,,,,,,,,,,,,,
7,AAD100,"YD198, PHD211",Pea.gardenpodfreshrw,"TH), Rau cau tuci(VN)",,57,84.5,4.9,0.4,7.3,2.1,0.8,53,56,2,139,0.9,0.11,0.8,0,85,7,0.24,0.12,1.00,49
8,AAD105.,HD225,"D85,MYD205,PPumpkin, raw","iTnMay(TH), Bi ng8(VN)",,44,87.4,1.3,0.3,7.8,2.4,0.8,31,30,43,178,0.7,0.06,0.9,0,1019,85,0.06,0.05,0.50,15
9,,"VND141,THD110",,alabasa dahon(PH,,,,,,,,,,,,,,,,,,,,,,
10,AAD106,PHD227,"Pumpkin, young leaf,raw",WnaanaaTHRau,,27,91.4,2.9,0.3,1.9,2.4,1.1,90,46,49,363,3.5,,,0,1050,88,0.11,0.15,1.00,20
11,AAD107,MYD206,"[Purslane, leaf, raw",Rau sam(VN),,32,89.7,2.4,0.1,4.9,1.1,1.8,120,44,5,354,4.5,,-,0,4992,416,0.04,0.15,0.70,27
12,,"PHD183,VND104","Radish chinese,white rw",n/THC,,20,,,,3.2,1.4,,,,,,,,,,,,,,,
13,AAD108,"THD257, MYD207","Radish chinese,white rw",cai trang(VN),,20,93.9,0.7,0.2,3.2,1.4,0.6,37,23,51,113,0.8,0.03,0.2,0,T,,0.05,0.04,0.30,25
