,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,,,,,,,,,Main nutrients,,,,,,,Minerals,,,,,,,Vitamins,,,
1,,,,,DEN,(ENERC),WATER,PROCNT,FAT,(CHOCDF),FIBTG,ASH,CA,P,NA,,FE,CU,ZN,RETOL,CARTB,VITA_RAE,THIA,RIBF,NIA,VITC
2,ASEAN,,Food and description,Alternate name,g/mL,kcal,g,g,g,g,g,g,mg,mg,mg,mg,mg,mg,mg,mcg,mcg,mcg,mg,mg,mg,mg
3,Food ID,,Food and description,Alternate name,,,,,,,,,,,,,,mg,,,,,,mg,mg,mg
4,,,,,,,,,,,,,,,,,Fe,,,,,,,,aiim,
5,N,Spices and condiments,Spices and condiments,,,,,,,,,,,,,,,,,,,,,,,
6,AAN3,THN24,"Bird chill, small, dried","wanmy,Us(TH)",-,(415,8.0,15.2,13.4,(58.4),-,5.0,76,541,,,6.7,-,,0,8290,691,0.72,,,11
7,AAN4,"THN23,MYD153","Bird cili, small,fresh",Cili padi(MYwnwy(TH),,56,81.2,3.7,1.1,2.9,9.9,1.2,24,95,22,461,1.2,0.19,0.4,0,1106,92,0.22,0.06,1.10,52
8,AANB,THN7O,"Budu, Muslim fish sauce",thYE(TH),-,(62),63.8,7.9,1.2,(4.8),-,22.3,42,31,,,4.3,-,-,,,9,,0.17,,-
9,AAN76,THN19,(Tang-chai),ana(TH),,(87),62.0,2.8,0.1,(18.8),-,16.3,,-,6987,,,,-,0,-,-,-,0.15,0.90,21
10,ANIO,THN38,"Cardamon, leaf","nu,Lu(TH)",-,(373),9.6,9.5,6.3,(69.5),-,5.1,16,23,,,12.6,,,,-,,0.12,0.45,,
11,AAN93,THD105,"Chili pepper,green, raw",waRWEN(TH),,24,92.0,1.4,0.2,2.6,3.2,0.6,10,37,9,183,0.5,0.07,0.2,0,53,4,0.22,-,-,250
12,AAN86,THN25,"Chili, bird,dried,ground",wanimy.il(TH),-,(465,4.4,14.2,21.4,(53.9),-,6.1,155,396,,,8.7,-,-,0,,.0,-,0.41,0.50,
13,AAN11,THN114,"Chili,frie in oi",Wannaaluinatu(TH),,(545),21.7,5.2,48.3,(22.4),-,2.4,-,,,-,8.7,-,,,0,.0,-,-,0.50,-
14,AN19,"THN42,MYN562",Cinnamon,,-,(341),14.1,3.3,1.7,(78.0),,2.9,276,43,5,132,12.3,-,,0,0,0,0.05,0.92,0.00,0
15,AAN22,"THN21,MYN564","Coriander, seed",,-,(327),11.4,12.4,0.5,(68.3),,7.4,559,433,91,1783,48.8,-,-,,75,6,0.12,0.35,1.80,0
16,AN24,"MYN566,THN39","Cumin, seed",Jintan putihMYdH,,(373),12.6,14.3,10.6,(55.1),,7.4,929,382,15,1301,27.5,,-,0,87,7,0.42,0.27,1.00,0
17,AAN87,THN110,"Curry powder, Thais",WSNM(TH),-,(301),7.7,7.1,7.0,(52.4),,25.8,7254,72,-,-,-,,-,,,-,1.59,,1.80,
18,AN34,"THN11,MYN570",Galangal,".engkuas(MY),ah(TH)",,(49),87.8,0.9,0.5,(10.2),,0.6,14,23,42,239,1.2,0.13,0.6,0,8,1,0.13,0.10,0.50,6
19,AAN35,THN2,Gari resh,"ntLiUNn, an(TH)",,(51),86.6,2.1,0.1,(10.4),,0.8,25,49,21,303,0.7,,,0,,,,,,-
20,AAN36,,"Ginger, root, fresh","un(TH),Ging tuai(VN)",,39,89.1,1.2,0.8,5.2,2.9,0.8,32,32,3,107,1.6,-,-,0,0,0,0.04,0.04,0.80,3
21,AAN39,THN3,Holy bai ea fresh,"nLWS, Tu(TH)",,42,86.3,3.3,0.5,4.0,4.1,1.8,203,127,146,315,2.7,0.14,0.5,0,5501,458,0.05,0.79,1.10,24
22,AN84,THN4,deys),I9E(TH),,18,94.7,0.2,0.5,2.9,0.6,1.1,,14,20,288,3.6,,,,,,,0.41,0.50,
