,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,,,,,,,,,Main nutrients,,,,,,,Minerals,,,,,,,Vitamins,,,
1,,,,,DEN,(ENERC),WATER,PROCNT,FAT,(CHOCDF),FIBTG,ASH,CA,,NA,K,FE,CU,ZN,RETOL,CARTB,VITA_RAE,THIA,RIBF,NIA,VITC
2,ASEAN,Origin,Food and description,Alternate name,g/mL,kcal,,g,,g,g,g,mg,mg,mg,mg,mg,mg,mg,mcg,mcg,mcg,mg,mg,mg,mg
3,Food ID,Origin,Food and description,Alternate name,g/mL,,,,,,,,,,,,,,,,,,,,,
4,T,Mixed food dishes: local (continued),Mixed food dishes: local (continued),,,,,,,,,,,,,,,,,,,,,,,
5,,Desserts and snacks,Desserts and snacks,,,,,,,,,,,,,,,,,,,,,,,
6,AAT133,THT137,"Custard,egg,baked",JUNwalaun-lri(TH),-,197,58.1,6.3,7.8,24.1,2.8,0.9,5,60,,,,,,16,-,16,0.04,0.22,1.00,
7,AT263,THT138,"Custard, mungbean, baked",rUNwajaun-a(TH),,207,54.2,5.8,7.2,27.7,4.2,0.9,9,72,-,-,-,-,-,8,-,8,0.05,0.18,0.80,
8,AAT173,THT139,,,-,281,35.8,3.1,6.3,52.2,1.7,0.9,1,18,-,-,-,,,-,-,-,,0.03,0.30,
9,AAT259,THT171,Triling,n+1i(TH),,379,18.7,6.5,13.2,57.0,3.2,1.4,36,,83,,1.4,-,-,25,,25,,,-,
10,AAT255,THT170,Moon's cake durianfiling,MISUU(TH),,363,18.8,5.0,10.3,60.7,3.7,1.5,23,-,67,,1.2,-,-,-,-,-,-,-,-,-
11,AAT258,THT172,"Moon's cake,five nuts fiing",D(TH),-,430,13.8,10.5,19.3,52.3,2.6,1.5,43,-,189,,3.5,-,,0,,0,-,-,-,-
12,AAT257,THT169,,LNai+i(TH),,404,20.0,6.7,18.2,52.3,1.9,0.9,62,,64,,1.9,,,25,,25,,,,
13,AT254,THT168,Tniling,LNaaI(TH),,384,20.7,5.8,14.8,55.6,2.4,0.7,45,,40,,1.1,,,,-,0,-,,,-
14,AAT430,THT144,[Taro ball in coconut milk,Uaauan(TH),,150,66.2,0.8,4.1,26.5,1.7,0.7,4,24,,,-,,,-,-,,-,-,0.30,-
15,AAT431,THT145,[Taro in coconut mik,LenunUa(TH),-,133,70.6,1.0,4.5,21.6,0.9,1.4,25,,112,,0.8,,-,,-,-,-,,-,-
