,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,,,,,,,,,Main nutrients,,,,,,,Minerals,,,,,,,Vitamins,,,
1,,,,,DEN,(ENERC),WATER,PROCNT,FAT,(CHOCDF),FIBTG,ASH,CA,P,NA,K,FE,CU,ZN,RETOL,CARTB,VITA_RAE,THIA,RIBF,NIA,VITC
2,ASEAN,,,Alternate name,g/mL,kcal,g,,g,g,,,mg,mg,mg,mg,mg,mg,mg,mcg,mcg,mcg,mg,mg,mg,mg
3,Food ID,Origin,,Alternate name,,,,,g,g,,,,mg,,,,,mg,,,,,,,
4,,,,,,,,,,,,Ash,,,,,Teroe,,,,,,,,,
5,D,Vegetables and products,Vegetables and products,,,,,,,,,,,,,,,,,,,,,,,
6,AAD36,THD29,leat,TBN(TH),,59,82.4,10.5,0.5,1.3,3.9,1.4,41,171,42,438,2.5,0.06,0.5,0,1297,108,0.37,0.48,1.90,47
7,AAD152,THD80,Amaranth,n valuni(TH),,(36),88.5,3.3,0.3,(5.0),,2.9,221,77,,,2.4,,,0,,,0.02,0.27,0.90,21
8,AAD2,THD79,"[Amarantspineless, freh",cinlniau(TH),,27,88.9,3.6,0.5,0.2,3.8,3.0,190,67,44,604,3.1,,-,0,3059,255,0.03,0.27,1.10,49
9,AAD3,"MYD130,PHD274","Asparagus, canned",Asparagus dalam tin(MY),-,20,93.0,1.7,0.0,2.5,1.7,1.1,18,30,380,79,0.3,,-,0,0,0,0.05,0.06,0.40,10
10,AAD4,"THD153,MYD129","Asparagus,fresh,raw",laaTHSs(TH),,21,93.2,2.6,0.4,0.3,2.8,0.7,12,52,9,191,0.7,0.11,0.5,0,83,7,0.10,0.16,0.80,22
11,AAD6,"THD150,PHD275",,Tisnin(TH),-,12,95.7,0.9,0.2,0.5,2.4,0.3,34,16,9,-,0.6,-,-,0,15,1,0.01,0.06,0.20,T
12,,,,"LabongPH,ar",,,,,,,,,,,,,,,,,,,,,,
13,AAD8,HD010.MYD1,,"TH,Mang tre(VN)",,23,91.2,2.0,0.4,Op,5.7,0.9,24,40,23,112,1.0,-,-,0,13,1,0.07,0.09,0.60,5
14,,,,Jantung pisang(MY).,,,,,,,,,,,,,,,,,,,,,,
15,AAD10,,,"Puso, saging.",,32,90.2,1.6,0.7,3.1,3.2,1.2,50,36,3,524,1.1,0.09,0.3,0,201,17,0.02,0.03,0.80,10
16,AAD10,HD162,,Hoa chuoi(VN),,32,90.2,1.6,0.7,3.1,3.2,1.2,50,36,3,524,1.1,0.09,0.3,,201,17,0.02,0.03,0.80,10
17,AAD13,"THD160,PHD012",,na(TH),,(13,95.9,0.7,0.1,(2.4),-,0.9,21,34,,,0.2,,,0,4,0,0.01,0.02,0.30,0
18,,,,Kacang buncis(MY).,,,,,,,,,,,,,,,,,,,,,,
19,AAD15,"YD135,PHD206","fresh, raw",,,35,90.6,2.1,0.2,5.9,0.5,0.7,61,45,68,113,1.0,-,-,0,698,58,0.10,0.12,0.80,19
20,,,,au co ve(VN),,,,,,,,,,,,,,,,,,,,,,
21,AAD136,"MYD137,PHD016","Beetroot, fresh, raw",Remolacha(PH),-,37,88.7,1.6,0.1,6.2,2.4,1.0,54,47,26,369,1.1,,-,0,0,0,0.03,0.05,0.30,8
22,AAD19,"MYD196,PHD170","capsicum, fresh, raw","berde(PH), w3ndnf/w3n",,23,93.3,1.1,0.3,3.2,1.7,0.4,,24,13,126,1.0,0.08,0.2,0,190,16,0.07,0.04,0.50,97
23,,,,THtxanh toVN),,,,,,,,,,,,,,,,,,,,,,
24,AAD22,"THD50,MYD139","Broccoli, fresh, raw","Brokoli(MY,saninaTH)",,26,91.2,3.4,0.1,1.4,2.9,1.0,34,57,22,261,0.9,0.04,0.5,0,283,24,0.08,0.18,1.20,107
25,,"IDD66,MYD142.",,"WinnamtuMa(TH), Cai",,,,,,,,,,,,,,,,,,,,,,
26,AAD23,"VND99,PHD160","Cabbage, Chinese, fresh,",thia (cai trang)(VN),-,18,94.0,1.7,0.2,1.5,1.7,0.9,60,34,22,201,1.6,0.10,0.2,0,1463,122,0.07,0.12,0.60,33
27,AAD24,"MYD143, VND178","Cabbage,Chinesesated",bap(VN),,34,86.2,1.4,0.3,5.4,2.1,4.6,59,25,1512,1455,1.6,-,-,0,0,0,0.00,0.02,0.00,10
28,AAD25,"MYD141,PHD054",,,,16,94.7,1.7,0.4,0.6,1.7,0.9,130,24,4,290,1.5,-,,0,829,69,0.06,0.07,0.70,36
29,AAD134,THD66,lower,in(TH),-,(28),93.2,1.7,0.2,(4.9),2.1,,,-,,,-,,-,0,1322,110,-,-,,-
30,AAD56,THD65,Flowering white cabbage.,inn(TH),-,20,93.3,1.9,0.2,1.5,2.1,1.0,115,37,110,227,1.3,0.04,0.5,0,2306,192,0.05,0.24,0.60,51
31,AAD56,,raw,,,,,1.9,0.2,1.5,2.1,,,,,227,1.3,,,,,,,,,51
32,AAD26,PHD035,,"(TH), Cai bap(VN)",,25,92.2,1.5,0.3,3.2,1.9,0.9,51,30,29,243,1.0,0.30,0.3,0,47,4,0.06,0.07,0.30,32
33,,"VND90,THD27,",,(TH)Ca rot (cu ,,35,88.4,1.5,0.2,4.9,4.0,1.0,80,43,98,237,0.7,0.07,0.2,,4346,362,0.06,0.07,0.60,12
34,AAD28,"MYD145,PHD039","Carrot, raw",(TH)Ca rot (cu ,,35,88.4,1.5,0.2,4.9,4.0,1.0,80,43,98,237,0.7,0.07,0.2,0,4346,362,0.06,0.07,0.60,12
